gene	tumor	value	sample
NF1	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
DNAH5	TCGA-02-0003-01A-01D-1490-08	1	GBM-02-0003
ATRX	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
FLG	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
PKHD1	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
TTN	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
MUC17	TCGA-02-0003-01A-01D-1490-08	3	GBM-02-0003
IDH1	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
TP53	TCGA-02-0003-01A-01D-1490-08	3	GBM-02-0003
AHNAK2	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
RB1	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
SYNE1	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
RYR3	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
RYR2	TCGA-02-0003-01A-01D-1490-08	0	GBM-02-0003
PCLO	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
GPR98	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
OBSCN	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
PTEN	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
APOB	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
FRAS1	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
SPTA1	TCGA-28-5213-01A-01D-1486-08	3	GBM-28-5213
PIK3CA	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
HMCN1	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
EGFR	TCGA-28-5213-01A-01D-1486-08	3	GBM-28-5213
Unknown	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
LRP2	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
PIK3R1	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
RELN	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
USH2A	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
MUC16	TCGA-28-5213-01A-01D-1486-08	3	GBM-28-5213
NF1	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
DNAH5	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
ATRX	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
FLG	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
PKHD1	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
TTN	TCGA-28-5213-01A-01D-1486-08	1	GBM-28-5213
MUC17	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
IDH1	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
TP53	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
AHNAK2	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
RB1	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
SYNE1	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
RYR3	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
RYR2	TCGA-28-5213-01A-01D-1486-08	0	GBM-28-5213
PCLO	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
GPR98	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
OBSCN	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
PTEN	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
APOB	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
FRAS1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
SPTA1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
PIK3CA	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
HMCN1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
EGFR	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
Unknown	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
LRP2	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
PIK3R1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
RELN	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
USH2A	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
MUC16	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
NF1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
DNAH5	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
ATRX	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
FLG	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
PKHD1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
TTN	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
MUC17	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
IDH1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
TP53	TCGA-28-5215-01A-01D-1486-08	1	GBM-28-5215
AHNAK2	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
RB1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
SYNE1	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
RYR3	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
RYR2	TCGA-28-5215-01A-01D-1486-08	0	GBM-28-5215
PCLO	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
GPR98	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
OBSCN	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
PTEN	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
APOB	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
FRAS1	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
SPTA1	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
PIK3CA	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
HMCN1	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
EGFR	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
Unknown	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
LRP2	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
PIK3R1	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
RELN	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
USH2A	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
MUC16	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
NF1	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
DNAH5	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
ATRX	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
FLG	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
PKHD1	TCGA-27-1833-01A-01D-1494-08	1	GBM-27-1833
TTN	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
MUC17	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
IDH1	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
TP53	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
AHNAK2	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
RB1	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
SYNE1	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
RYR3	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
RYR2	TCGA-27-1833-01A-01D-1494-08	0	GBM-27-1833
PCLO	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
GPR98	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
OBSCN	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
PTEN	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
APOB	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
FRAS1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
SPTA1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
PIK3CA	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
HMCN1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
EGFR	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
Unknown	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
LRP2	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
PIK3R1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
RELN	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
USH2A	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
MUC16	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
NF1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
DNAH5	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
ATRX	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
FLG	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
PKHD1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
TTN	TCGA-28-5204-01A-01D-1486-08	1	GBM-28-5204
MUC17	TCGA-28-5204-01A-01D-1486-08	3	GBM-28-5204
IDH1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
TP53	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
AHNAK2	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
RB1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
SYNE1	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
RYR3	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
RYR2	TCGA-28-5204-01A-01D-1486-08	0	GBM-28-5204
PCLO	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
GPR98	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
OBSCN	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
PTEN	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
APOB	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
FRAS1	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
SPTA1	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
PIK3CA	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
HMCN1	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
EGFR	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
Unknown	TCGA-27-1830-01A-01D-1494-08	3	GBM-27-1830
LRP2	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
PIK3R1	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
RELN	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
USH2A	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
MUC16	TCGA-27-1830-01A-01D-1494-08	3	GBM-27-1830
NF1	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
DNAH5	TCGA-27-1830-01A-01D-1494-08	3	GBM-27-1830
ATRX	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
FLG	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
PKHD1	TCGA-27-1830-01A-01D-1494-08	3	GBM-27-1830
TTN	TCGA-27-1830-01A-01D-1494-08	3	GBM-27-1830
MUC17	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
IDH1	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
TP53	TCGA-27-1830-01A-01D-1494-08	3	GBM-27-1830
AHNAK2	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
RB1	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
SYNE1	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
RYR3	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
RYR2	TCGA-27-1830-01A-01D-1494-08	0	GBM-27-1830
PCLO	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
GPR98	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
OBSCN	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
PTEN	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
APOB	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
FRAS1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
SPTA1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
PIK3CA	TCGA-26-5136-01B-01D-1486-08	3	GBM-26-5136
HMCN1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
EGFR	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
Unknown	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
LRP2	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
PIK3R1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
RELN	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
USH2A	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
MUC16	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
NF1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
DNAH5	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
ATRX	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
FLG	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
PKHD1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
TTN	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
MUC17	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
IDH1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
TP53	TCGA-26-5136-01B-01D-1486-08	3	GBM-26-5136
AHNAK2	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
RB1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
SYNE1	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
RYR3	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
RYR2	TCGA-26-5136-01B-01D-1486-08	0	GBM-26-5136
PCLO	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
GPR98	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
OBSCN	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
PTEN	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
APOB	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
FRAS1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
SPTA1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
PIK3CA	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
HMCN1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
EGFR	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
Unknown	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
LRP2	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
PIK3R1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
RELN	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
USH2A	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
MUC16	TCGA-41-3393-01A-01D-1353-08	3	GBM-41-3393
NF1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
DNAH5	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
ATRX	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
FLG	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
PKHD1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
TTN	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
MUC17	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
IDH1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
TP53	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
AHNAK2	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
RB1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
SYNE1	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
RYR3	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
RYR2	TCGA-41-3393-01A-01D-1353-08	0	GBM-41-3393
PCLO	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
GPR98	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
OBSCN	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
PTEN	TCGA-06-0876-01A-01D-1492-08	3	GBM-06-0876
APOB	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
FRAS1	TCGA-06-0876-01A-01D-1492-08	1	GBM-06-0876
SPTA1	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
PIK3CA	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
HMCN1	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
EGFR	TCGA-06-0876-01A-01D-1492-08	3	GBM-06-0876
Unknown	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
LRP2	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
PIK3R1	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
RELN	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
USH2A	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
MUC16	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
NF1	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
DNAH5	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
ATRX	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
FLG	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
PKHD1	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
TTN	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
MUC17	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
IDH1	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
TP53	TCGA-06-0876-01A-01D-1492-08	3	GBM-06-0876
AHNAK2	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
RB1	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
SYNE1	TCGA-06-0876-01A-01D-1492-08	3	GBM-06-0876
RYR3	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
RYR2	TCGA-06-0876-01A-01D-1492-08	0	GBM-06-0876
PCLO	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
GPR98	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
OBSCN	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
PTEN	TCGA-12-0618-01A-01D-1492-08	2	GBM-12-0618
APOB	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
FRAS1	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
SPTA1	TCGA-12-0618-01A-01D-1492-08	5	GBM-12-0618
PIK3CA	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
HMCN1	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
EGFR	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
Unknown	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
LRP2	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
PIK3R1	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
RELN	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
USH2A	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
MUC16	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
NF1	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
DNAH5	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
ATRX	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
FLG	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
PKHD1	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
TTN	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
MUC17	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
IDH1	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
TP53	TCGA-12-0618-01A-01D-1492-08	3	GBM-12-0618
AHNAK2	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
RB1	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
SYNE1	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
RYR3	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
RYR2	TCGA-12-0618-01A-01D-1492-08	0	GBM-12-0618
PCLO	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
GPR98	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
OBSCN	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
PTEN	TCGA-28-5216-01A-01D-1486-08	3	GBM-28-5216
APOB	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
FRAS1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
SPTA1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
PIK3CA	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
HMCN1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
EGFR	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
Unknown	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
LRP2	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
PIK3R1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
RELN	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
USH2A	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
MUC16	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
NF1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
DNAH5	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
ATRX	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
FLG	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
PKHD1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
TTN	TCGA-28-5216-01A-01D-1486-08	3	GBM-28-5216
MUC17	TCGA-28-5216-01A-01D-1486-08	3	GBM-28-5216
IDH1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
TP53	TCGA-28-5216-01A-01D-1486-08	3	GBM-28-5216
AHNAK2	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
RB1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
SYNE1	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
RYR3	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
RYR2	TCGA-28-5216-01A-01D-1486-08	0	GBM-28-5216
PCLO	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
GPR98	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
OBSCN	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
PTEN	TCGA-16-1045-01B-01D-1492-08	5	GBM-16-1045
APOB	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
FRAS1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
SPTA1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
PIK3CA	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
HMCN1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
EGFR	TCGA-16-1045-01B-01D-1492-08	3	GBM-16-1045
Unknown	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
LRP2	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
PIK3R1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
RELN	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
USH2A	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
MUC16	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
NF1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
DNAH5	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
ATRX	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
FLG	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
PKHD1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
TTN	TCGA-16-1045-01B-01D-1492-08	4	GBM-16-1045
MUC17	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
IDH1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
TP53	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
AHNAK2	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
RB1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
SYNE1	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
RYR3	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
RYR2	TCGA-16-1045-01B-01D-1492-08	0	GBM-16-1045
